Variation: 0, Step: 0, Score: 0, Action: close door to workshop
Variation: 0, Step: 1, Score: 0, Action: open door to workshop
Variation: 0, Step: 2, Score: 0, Action: close door to kitchen
Variation: 0, Step: 3, Score: 0, Action: open door to kitchen
Variation: 0, Step: 4, Score: 0, Action: close door to green house
Variation: 0, Step: 5, Score: 0, Action: open door to green house
Variation: 0, Step: 6, Score: 0, Action: close door to workshop
Variation: 0, Step: 7, Score: 0, Action: open door to workshop
Variation: 0, Step: 8, Score: 0, Action: close door to kitchen
Variation: 0, Step: 9, Score: 0, Action: open door to kitchen
Variation: 0, Step: 10, Score: 0, Action: close door to green house
Variation: 0, Step: 11, Score: 0, Action: open door to green house
Variation: 0, Step: 12, Score: 0, Action: close door to workshop
Variation: 0, Step: 13, Score: 0, Action: open door to workshop
Variation: 0, Step: 14, Score: 0, Action: close door to kitchen
Variation: 0, Step: 15, Score: 0, Action: open door to kitchen
Variation: 0, Step: 16, Score: 0, Action: close door to green house
Variation: 0, Step: 17, Score: 0, Action: open door to green house
Variation: 0, Step: 18, Score: 0, Action: close door to workshop
Variation: 0, Step: 19, Score: 0, Action: open door to workshop
Variation: 0, Step: 20, Score: 0, Action: close door to kitchen
Variation: 0, Step: 21, Score: 0, Action: open door to kitchen
Variation: 0, Step: 22, Score: 0, Action: close door to green house
Variation: 0, Step: 23, Score: 0, Action: open door to green house
Variation: 0, Step: 24, Score: 0, Action: close door to workshop
Variation: 0, Step: 25, Score: 0, Action: open door to workshop
Variation: 0, Step: 26, Score: 0, Action: close door to kitchen
Variation: 0, Step: 27, Score: 0, Action: open door to kitchen
Variation: 0, Step: 28, Score: 0, Action: close door to green house
Variation: 0, Step: 29, Score: 0, Action: open door to green house
Variation: 0, Step: 30, Score: 0, Action: close door to workshop
Variation: 0, Step: 31, Score: 0, Action: open door to workshop
Variation: 0, Step: 32, Score: 0, Action: close door to kitchen
Variation: 0, Step: 33, Score: 0, Action: open door to kitchen
Variation: 0, Step: 34, Score: 0, Action: close door to green house
Variation: 0, Step: 35, Score: 0, Action: open door to green house
