Variation: 0, Step: 0, Score: 30, Action: go to art studio door
Variation: 0, Step: 1, Score: 30, Action: go to door
Variation: 0, Step: 2, Score: 30, Action: look at air
Variation: 0, Step: 3, Score: 30, Action: I 
Variation: 0, Step: 4, Score: 30, Action: close door to workshop
Variation: 0, Step: 5, Score: 30, Action: open door to workshop
Variation: 0, Step: 6, Score: 30, Action: close door to kitchen
Variation: 0, Step: 7, Score: 30, Action: open door to kitchen
Variation: 0, Step: 8, Score: 30, Action: close door to living room
Variation: 0, Step: 9, Score: 30, Action: open door to living room
Variation: 0, Step: 10, Score: 30, Action: close door to workshop
Variation: 0, Step: 11, Score: 30, Action: open door to workshop
Variation: 0, Step: 12, Score: 30, Action: close door to kitchen
Variation: 0, Step: 13, Score: 30, Action: open door to kitchen
Variation: 0, Step: 14, Score: 30, Action: close door to living room
Variation: 0, Step: 15, Score: 30, Action: open door to living room
Variation: 0, Step: 16, Score: 30, Action: close door to workshop
Variation: 0, Step: 17, Score: 30, Action: open door to workshop
Variation: 0, Step: 18, Score: 30, Action: close door to kitchen
Variation: 0, Step: 19, Score: 30, Action: open door to kitchen
Variation: 0, Step: 20, Score: 30, Action: close door to living room
Variation: 0, Step: 21, Score: 30, Action: open door to living room
Variation: 0, Step: 22, Score: 30, Action: close door to workshop
Variation: 0, Step: 23, Score: 30, Action: open door to workshop
Variation: 0, Step: 24, Score: 30, Action: close door to kitchen
Variation: 0, Step: 25, Score: 30, Action: open door to kitchen
Variation: 0, Step: 26, Score: 30, Action: close door to living room
Variation: 0, Step: 27, Score: 30, Action: open door to living room
Variation: 0, Step: 28, Score: 30, Action: close door to workshop
Variation: 0, Step: 29, Score: 30, Action: open door to workshop
Variation: 0, Step: 30, Score: 30, Action: close door to kitchen
Variation: 0, Step: 31, Score: 30, Action: open door to kitchen
Variation: 0, Step: 32, Score: 30, Action: close door to living room
Variation: 0, Step: 33, Score: 30, Action: open door to living room
Variation: 0, Step: 34, Score: 30, Action: close door to workshop
Variation: 0, Step: 35, Score: 30, Action: open door to workshop
Variation: 0, Step: 36, Score: 30, Action: close door to kitchen
Variation: 0, Step: 37, Score: 30, Action: open door to kitchen
Variation: 0, Step: 38, Score: 30, Action: close door to living room
Variation: 0, Step: 39, Score: 30, Action: open door to living room
Variation: 0, Step: 40, Score: 30, Action: close door to workshop
Variation: 0, Step: 41, Score: 30, Action: open door to workshop
Variation: 0, Step: 42, Score: 30, Action: close door to kitchen
Variation: 0, Step: 43, Score: 30, Action: open door to kitchen
Variation: 0, Step: 44, Score: 30, Action: close door to living room
Variation: 0, Step: 45, Score: 30, Action: open door to living room
Variation: 0, Step: 46, Score: 30, Action: close door to workshop
Variation: 0, Step: 47, Score: 30, Action: open door to workshop
Variation: 0, Step: 48, Score: 30, Action: close door to kitchen
Variation: 0, Step: 49, Score: 30, Action: open door to kitchen
Variation: 0, Step: 50, Score: 30, Action: close door to living room
Variation: 0, Step: 51, Score: 30, Action: open door to living room
Variation: 0, Step: 52, Score: 30, Action: close door to workshop
Variation: 0, Step: 53, Score: 30, Action: open door to workshop
Variation: 0, Step: 54, Score: 30, Action: close door to kitchen
Variation: 0, Step: 55, Score: 30, Action: open door to kitchen
Variation: 0, Step: 56, Score: 30, Action: close door to living room
Variation: 0, Step: 57, Score: 30, Action: open door to living room
